"Gene.name","baseMean","log2FoldChange","pvalue","padj"
"Pvr",617.153967544659,3.48681536124891,4.59524589820034e-59,1.50849390349104e-56
"Ndrg1",329.98220682751,3.4613200081101,1.14809412919942e-40,1.61523424696328e-38
"Optn",117.507662699149,3.40886650252598,5.86844652109778e-19,2.57380085680374e-17
"Gp49a",1230.80395852854,3.40690176860644,3.09075488526201e-11,7.09367535424648e-10
"Ehd1",1663.58991805706,3.39666993377766,1.47364071843095e-99,1.99549373784531e-96
"Timd4",279.305602379156,3.39337100240831,2.96878247524159e-34,3.1842396588408e-32
"Cd86",4938.11910467388,3.38314013748889,1.99865872628775e-110,4.33029399637503e-107
"Nfe2l2",3523.86631714344,3.2683471907284,3.05205252800707e-121,8.26572125897515e-118
"Litaf",1511.86029874091,3.24782136518403,7.91192064861583e-85,5.04175508155619e-82
"Lad1",568.610105092037,3.21239256918836,9.5281471192439e-44,1.54057339914581e-41
"Smad3",437.178506407964,3.17616906144401,4.42176966653952e-43,6.94217837646704e-41
"Kcng3",59.7241225953742,3.1696083398635,9.33658767578996e-09,1.57298995788231e-07
"Txnrd1",1316.65184594259,3.12375658496778,5.40681713024678e-80,3.25400277622019e-77
"Slc15a3",1163.15434553171,3.10872486072601,2.76584221937313e-68,1.07008459865961e-65
"Car13",37.2074913484198,3.09457502487629,1.17999191608861e-06,1.41403234811813e-05
"Rilpl2",996.284085706379,3.09014083352833,3.15460424934368e-44,5.25751197432924e-42
"Bcl2l11",1876.01157125514,3.06411129770165,7.6738866842645e-90,6.39470880389518e-87
"Tm4sf19",68.25664167723,3.05585384242194,2.01193471950759e-10,4.21572317532412e-09
"Itga5",423.616020901731,3.02811561086869,2.31654243333881e-41,3.39123029464316e-39
"Fam167a",357.423203901314,3.01796790939569,2.14080820744098e-27,1.53585266961643e-25
"Zbtb32",24.8996928631608,2.99598944406317,8.83323416950947e-05,0.000723830754601332
"Cxcl2",106.739745603216,2.94251963059747,5.00446827894907e-11,1.11550215773365e-09
"Ralgds",371.909338754655,2.94162231667247,7.36613288578905e-35,8.06033510623765e-33
"Zfp667",49.2713663697421,2.93175070581442,7.41006408256759e-08,1.10403364327166e-06
"Gch1",527.447267685229,2.91874440277497,7.80778932197358e-46,1.38658658565475e-43
"Gpr171",405.531015300054,2.91399047680953,2.00699560995022e-05,0.000190050554568101
"Akap12",138.656507272606,2.90731363611961,1.45985390834872e-13,4.04465406371911e-12
"Tmem132a",388.913112739196,2.9023597938271,1.01216230438636e-36,1.17900583262554e-34
"Gfi1",58.4123375645344,2.88250991400469,1.68064326014592e-07,2.36446862820269e-06
"Grhl1",80.0474223991571,2.87149103346165,2.77481029341784e-10,5.72562283973247e-09
"Casr",48.1023894873931,2.87038108643402,1.77394204695721e-07,2.4860432334654e-06
"Pik3r1",7352.21504591712,2.86430016660386,7.34378428855356e-95,7.95552151979007e-92
"Ildr1",127.020094961457,2.84330259769874,1.13752237083006e-12,2.99096598135973e-11
"P2ry2",36.7772634997764,2.82398199010464,6.5731445447438e-06,6.89989097414821e-05
"Mreg",6168.10778842392,2.81776275974486,7.79542692839024e-98,9.38309554613906e-95
"Slc7a1",1091.23883823038,2.81553511837528,9.04823970857263e-53,2.04207459922849e-50
"Inf2",912.233425938366,2.81018504408604,2.09038774473254e-53,5.03226009748614e-51
"Eno2",251.464086169108,2.80759686210418,6.32242233970417e-22,3.29282698105843e-20
"Plscr1",346.651568993746,2.8073240258158,9.97879462104271e-34,1.01028301055846e-31
"Nampt",2974.52799843571,2.80688779514776,1.1392864707794e-72,5.14245430748051e-70
"Ptger4",1961.34791814274,2.79135699584933,9.47016587052492e-06,9.56581374176384e-05
"Snai1",45.7027702442682,2.79108809581414,1.30007976699414e-06,1.54427238112363e-05
"Procr",308.344036071572,2.79044167375047,1.10887484976767e-30,9.84626331765018e-29
"Lilrb4",2242.52216587698,2.78344770711832,1.61012827430556e-54,4.15298085608384e-52
"Phlpp1",2790.553858049,2.77837460389364,4.71297435136707e-76,2.55278255741797e-73
"Slc41a1",1552.0415381842,2.77729833296515,6.29556711861447e-74,3.24761326647384e-71
"Dusp5",678.327618175375,2.76661285084552,4.50273108483601e-40,6.09726073025356e-38
"Kdm6b",7327.64925675222,2.76544647202897,6.7388320764302e-68,2.5173023408265e-65
"Mpp7",285.062954527847,2.74394561601905,1.90747451145029e-19,8.71884868461647e-18
"Htr7",60.9545525012374,2.73766957963883,1.80471837796319e-08,2.91798719230973e-07
"Pde4d",55.9192416254072,2.73323691099194,1.00060585403635e-06,1.21519767004213e-05
"1110032F04Rik",127.646514631557,2.73189809452464,3.38088645716246e-15,1.09656116737847e-13
"Abtb2",79.4242732561027,2.72351803689026,1.12201226431415e-09,2.11755380824306e-08
"Ccr7",6288.06818481816,2.72256642429073,1.11056577162315e-89,8.59339928856682e-87
"Ifitm1",1186.13054854544,2.71000888417942,1.79372418507988e-53,4.41623047658417e-51
"Gm17384",260.448441008512,2.70546222896569,2.36517568358604e-24,1.42344156557153e-22
"Map4k4",1883.58674005798,2.67329341443657,2.45393177481902e-49,4.83335325756627e-47
"Niacr1",139.120860079156,2.6725562570539,6.89533736425841e-11,1.51823556233763e-09
"Dusp2",1514.2977374843,2.66758308436699,5.19904575298453e-44,8.5335246427396e-42
"Casp4",660.65259907107,2.65558819279797,2.85029687620332e-42,4.34891071266345e-40
"Cxcl10",457.200125708413,2.65455965792035,1.77184939258329e-35,1.95861678263825e-33
"Igsf9",83.5641204747999,2.64808561249969,1.25984326775417e-09,2.35308312406567e-08
"Gm11974",394.363862659103,2.64413688622518,3.77423859464526e-30,3.14510205352247e-28
"Cd83",10784.6756751305,2.64089562127854,2.22246414930464e-78,1.26715548049564e-75
"Kdm2b",1982.67201766792,2.62466735637053,3.97469747622363e-66,1.43526325866435e-63
"Mt1",167.125709805772,2.6233288129977,2.83935752922565e-16,9.98661042665632e-15
"Stx11",392.544806154568,2.61881096781748,6.3031133407737e-31,5.64310965459516e-29
"Bcl3",2106.95802072081,2.61695058056454,6.61775965682997e-72,2.75731501393996e-69
"Fam129b",92.9098573574767,2.6114956260589,1.96892418258704e-10,4.1335960600708e-09
"Dennd4a",9770.37232937441,2.61098139663653,2.04080873238828e-85,1.38175506237264e-82
"Il4i1",43.2287344790727,2.58689329025969,3.91625951874992e-06,4.27669751679616e-05
"Slc15a2",440.090878554694,2.5836862457433,1.15041761633459e-28,8.90176716982333e-27
"1700011B04Rik",33.6458110503172,2.57696616340074,6.00552415363212e-05,0.000513074472841457
"Irf4",6583.20327369689,2.57252545887851,2.12119427590963e-73,1.04449534504223e-70
"Cd276",81.1858388197273,2.57225049423529,5.99212403793977e-10,1.18238032245904e-08
"Paqr8",358.872904916074,2.5670890437519,1.21933439086197e-27,8.86513386322663e-26
"Serpinb9",727.560355643146,2.56566829850915,2.13475424307106e-45,3.72996656696594e-43
"Prdm1",874.729672084794,2.55574201706458,1.4115800088037e-49,2.83178633988342e-47
"Fabp5",527.557599564947,2.53476055115692,1.54037563779617e-31,1.42622985335435e-29
"Patl2",80.1451805620791,2.52887281536137,1.78598556543732e-08,2.89201519138752e-07
"Nudt9",400.085222158342,2.49358068818113,8.44588090333042e-27,5.71838923911116e-25
"Mapk6",1613.52716639669,2.48419317629199,3.75073114423464e-07,4.94302560650777e-06
"Gpr55",70.3847270642881,2.47559050710916,9.06880493520831e-08,1.32939599273493e-06
"Gjb2",52.1704535090514,2.46704383796953,7.44693607650646e-06,7.69777275923612e-05
"Zhx2",396.4709674421,2.45738792901627,1.20720461290212e-27,8.83624835916802e-26
"Hilpda",126.182113621531,2.42742333214908,6.04889035925797e-12,1.48926430140549e-10
"Pik3r5",7356.81671683047,2.4174597379858,1.48182107241681e-50,3.21051353549827e-48
"Cflar",4080.11269461642,2.40909589903321,9.81710473287764e-69,3.93884057671346e-66
"Etv3",7168.81349447439,2.40832482789064,6.76818603949951e-73,3.18781562460427e-70
"Pfkp",570.27762451519,2.39843086712935,1.48939368180585e-27,1.07564011700018e-25
"Ninj1",125.293266874102,2.39693107342918,6.57743975499483e-12,1.60842900374400e-10
"Sdc4",657.529499377127,2.39279149243096,8.12857165830319e-34,8.30724686550929e-32
"Stat4",1620.04091304645,2.38194823167598,6.61485549441123e-58,1.93672242083667e-55
"Alpk2",356.657966236308,2.37975348365975,1.31727703057404e-22,7.09953336925802e-21
"Cd80",1959.8582144416,2.37620430676322,6.09485356794013e-46,1.10042581169159e-43
"Lfng",1483.98308405464,2.37146862493596,7.12408844249932e-08,1.06448620824269e-06
"Cst7",59.2818830863041,2.36618444978744,1.40783187488767e-06,1.65952586514235e-05
"Lgmn",1261.87062454404,2.35646196074816,1.74118433863018e-35,1.94456184952379e-33
"Scd1",310.419324488024,2.35261567773526,9.64253290487003e-05,0.000780461793890801
"Map2k3",757.96604959034,2.34373194846938,1.81881423562893e-38,2.21384433871553e-36
"Nipal1",70.4221915481535,2.34211579604692,9.44190506851903e-08,1.3819029782173e-06
"Srgn",8294.64113286053,2.3396983174009,2.89848702110591e-58,8.97123139989725e-56
"Ehf",2076.85480826542,2.32940253774215,9.62933703794114e-49,1.86276085950029e-46
"Hs6st1",1056.58067243652,2.32478332468078,1.59629986336686e-46,2.93096888472089e-44
"Arl5c",1182.35380091138,2.32217541610332,2.9868128543162e-44,5.05564744543865e-42
"Lrp8",2050.57906156866,2.31146801385563,7.05287506581997e-53,1.6609520780006e-50
"Arf2",799.287627391877,2.3110704301832,2.44731033492732e-32,2.34616927949271e-30
"AI607873",2450.33444780058,2.30366829768196,1.32618462789217e-35,1.49651646603707e-33
"Spic",265.125118263331,2.30172459074897,9.72309491503431e-21,4.72333126522721e-19
"Basp1",769.067074484364,2.29174576096071,3.83596844870988e-34,3.99567751969943e-32
"Plxna1",303.139963599484,2.28774884419367,1.92469101248314e-19,8.7605788816092e-18
"Dot1l",1277.19505293948,2.2869644348254,1.05711852354968e-48,2.00908157291467e-46
"Rhbdf2",507.684962201196,2.28455302363239,1.58023161714512e-28,1.21408858925767e-26
"Cd274",7124.89420734259,2.27206780524897,2.76334958429779e-41,3.99138213955973e-39
"Cdkn1a",586.451357136229,2.27123076974461,1.2457219616388e-21,6.39569005233799e-20
"Tnfaip2",218.886286635283,2.26552043715763,2.60532191791514e-11,6.04356581087252e-10
"Bcl2a1d",3061.13003927857,2.25771006546843,9.09725585924665e-56,2.46376431808048e-53
"4930404N11Rik",135.537602414739,2.23501235935353,1.76230063438549e-10,3.73600837031271e-09
"Tagln2",3067.88952736131,2.23304530982928,5.30975607540015e-50,1.08529410499641e-47
"Hmox1",1009.09779906906,2.23109339895386,6.16981283113408e-26,4.07546234144363e-24
"Tubb6",271.829625106196,2.22966141806717,4.06438985313594e-18,1.69998205710508e-16
"Cd40",1003.58630852701,2.2259974799527,5.57892945269082e-40,7.46130157543206e-38
"1300014I06Rik",80.5304369581273,2.22428706621337,6.59168426566425e-08,9.90398275311246e-07
"Map3k14",2802.91283342799,2.2208702230702,1.79620079776451e-50,3.81534181219274e-48
"Bcl2l15",101.845838604187,2.21652147499735,1.36772004343049e-09,2.54511266037451e-08
"Rragd",76.6313399089409,2.21075246069485,1.67252026063522e-07,2.35610038796637e-06
"Eid3",96.448204817204,2.20823715700932,8.20456668202415e-08,1.21586964249477e-06
"Eif1a",982.241798659626,2.18973388904277,3.19485565212439e-34,3.39312463524152e-32
"Plekhg2",743.781209750896,2.18942209095933,6.15409335320229e-32,5.79715593871656e-30
"Nfkbid",2780.87174096597,2.18838565531896,9.52395373511985e-06,9.59748751744682e-05
"Ccrn4l",121.637319324816,2.17703083901113,3.37012490649196e-09,5.99483794942978e-08
"Atmin",786.775190158909,2.17651086879777,1.11474150272361e-36,1.28468028712817e-34
"Csrp1",1322.55363768667,2.16835336846525,5.12022595276502e-31,4.62228397885862e-29
"Tnfrsf1b",4872.14777885734,2.16584986560135,1.55968364924799e-58,4.96942734479513e-56
"Nrp2",217.822138369861,2.1588234378119,2.09081153621067e-14,6.43459129879834e-13
"Bcl2a1b",4063.9070019709,2.15817131962112,1.04774308925061e-55,2.76834167947608e-53
"Tnfsf14",106.276450870276,2.15641876942008,5.04330909223065e-09,8.78362819873548e-08
"St6galnac4",359.379774434251,2.1552506161415,8.3150084425524e-21,4.05749939000766e-19
"Denr",329.722724524183,2.15321568550183,1.44143414024972e-21,7.36559247232321e-20
"Il12b",81.2630342313288,2.14591966882598,1.10439855327097e-07,1.60589926544757e-06
"Arid5a",379.117433693724,2.14577268913486,1.48137901843306e-23,8.44619942457124e-22
"Zfp703",430.570474721702,2.1392670372846,6.02475773298035e-23,3.29627275360485e-21
"Gpd2",2137.0466147591,2.1324526874823,7.98947975913402e-53,1.84149009001487e-50
"Samsn1",2117.37095578766,2.12854006368797,3.99230608820687e-45,6.86486537357857e-43
"Bach1",1707.91443514079,2.1279069456149,1.60442473910329e-47,2.99667813770793e-45
"Cd14",96.2541171212501,2.11639072474354,5.3918126046796e-08,8.20358229585592e-07
"Pln",83.6283525882301,2.11338005382959,3.07179211306399e-06,3.4165014333493e-05
"Astl",85.0756688803084,2.10401570481077,3.4169442745312e-07,4.547390334889e-06
"Dpp7",237.862748298081,2.10011635562238,9.5623179467419e-16,3.22705888838177e-14
"Icam1",2868.35037593607,2.09874934945496,7.64738853698975e-54,1.92660837258628e-51
"Jup",435.843380099182,2.09499716790316,5.15927348736576e-21,2.52897781396531e-19
"Spred1",824.170764118019,2.09318962753604,3.55915698039493e-27,2.48750629474957e-25
"Plek",16518.2161950132,2.08612106431291,1.41721772571429e-32,1.38312789393359e-30
"Fzd7",310.280059533977,2.07570648011162,1.66146231771922e-19,7.69171849908219e-18
"9330179D12Rik",60.8181724557684,2.06639415991399,2.67686212986508e-05,0.000246375934178661
"Iqsec2",90.9455635414414,2.05798760643581,1.24227846342807e-07,1.78969984132966e-06
"Dtx4",256.592451449202,2.05670131177978,5.49029408934658e-11,1.22128040800599e-09
"Itpkc",114.030823126067,2.05581130334652,5.07062756606669e-07,6.50060454712432e-06
"Pogk",445.000593249356,2.05398590053501,1.67659411843082e-22,8.94706605170494e-21
"Arhgef3",969.799466448803,2.04364188441834,4.4112839156112e-30,3.64789608074933e-28
"Fas",123.650005470851,2.0433830245748,8.98510832150465e-10,1.72580990154007e-08
"Rhof",446.149275793122,2.04319796034808,1.27599981575506e-23,7.39192834442492e-22
"Sqstm1",1491.49439731783,2.03569628374319,7.56236814121651e-25,4.62842565388692e-23
"Cpeb4",1430.38891905563,2.03034594596114,7.59127981538854e-39,9.45245221150621e-37
"Wnk1",24562.3997227542,2.02762210002151,4.28688483502454e-58,1.28999509493947e-55
"Csf1",69.3614748546791,2.01919028451016,8.95985122867077e-05,0.000733651310356693
"Myo1e",891.905860201575,2.01496461867667,3.68992490228035e-33,3.66724371251404e-31
"Sema7a",1157.42971539065,2.01314155399217,2.50376276356258e-38,3.01369577974149e-36
"Cstb",311.468921363148,2.00830599787819,9.20784712067057e-16,3.12691560684089e-14
"Bcl2a1a",1067.27645098779,2.00810681138318,3.31792124071236e-34,3.48961561171233e-32
"Bend3",225.348197936749,2.00568202647126,2.95472877656344e-12,7.47863944778311e-11
"Mrps6",64.51955042246,2.00425715996064,2.65459437290039e-05,0.000244742305035149
"Slc2a6",618.868349076989,2.00349030449957,2.07634414477446e-25,1.33887119763939e-23
"Gramd1a",929.852433719077,2.00138792771183,6.57183881117814e-30,5.31289028667857e-28
"Furin",739.054162926842,1.99362574792782,1.35950037763624e-29,1.0829020287451e-27
"Mllt6",3024.83223339718,1.99273575761802,2.93434272232376e-50,6.11302590594871e-48
"Gas2l3",400.243422821722,1.99154217273977,1.30456117826643e-13,3.62366954978468e-12
"Malt1",12223.6472292023,1.9823780644989,1.40905437524619e-37,1.65916152685239e-35
"Marcksl1",1064.26038303054,1.98207344100579,4.25959297273355e-21,2.11670507677168e-19
"Sik3",767.343197317741,1.97872009207408,1.24719638858446e-30,1.08087027820284e-28
"Rel",15232.7194203665,1.96994286058467,1.38715947105881e-29,1.09686850729782e-27
"Sema3f",87.5019622331586,1.94910233359158,9.4927671968958e-07,1.15805345770239e-05
"Uck2",273.259972812977,1.94807301947348,2.10616545060575e-14,6.46348167887029e-13
"Kdm5c",1576.37208514139,1.94203603715731,4.43749624642149e-33,4.37012698522582e-31
"Irak2",1360.17958773915,1.93576865734117,1.13594575657023e-30,1.00046344560368e-28
"Renbp",156.319515133303,1.93336379500504,1.80178796015294e-10,3.80482825971477e-09
"Ptafr",915.763950670224,1.93128311072879,3.78922929069005e-19,1.68924777391133e-17
"Mapkapk2",2861.59903022457,1.92549296167137,1.09804920721915e-41,1.65210653636182e-39
"Osgin2",435.133499980459,1.91689624832302,8.60945603655695e-18,3.48008347925453e-16
"Clic4",7134.26681425332,1.91661692508322,8.31367352895381e-43,1.28660036198795e-40
"Tbc1d4",11892.6680669747,1.90077701508381,2.49584644567941e-39,3.21875054119584e-37
"Anxa2",832.164228178814,1.89642613572024,1.64893195975743e-29,1.29441158840958e-27
"Nfkbib",1061.92502292687,1.89285974886395,1.63500526585097e-25,1.06059952365052e-23
"Arl8b",2101.84574392795,1.88689880006977,8.68952529378655e-41,1.23860036194197e-38
"Rap2a",1181.40455506264,1.88596408637093,3.3063281588228e-27,2.32580863276152e-25
"Pde3b",430.413940753179,1.88360319301144,7.94952731111591e-17,2.89957001216561e-15
"Tgif1",848.332035608431,1.88221769424851,1.14898660690412e-29,9.21997919451283e-28
"Ppp1r16b",402.447285359586,1.87844496531455,3.35799205286396e-18,1.42655403563433e-16
"Slc16a6",164.367648729514,1.87730109790745,5.62991212929777e-09,9.71159842303865e-08
"Bmp2",152.933441292526,1.85350104529679,6.68159070955618e-08,1.00251623485626e-06
"Tmbim1",277.513161408235,1.850577633769,2.24183390260711e-14,6.84106666674447e-13
"Pcyt1a",1985.61953931641,1.8477228860951,5.02330411171676e-30,4.09153785279908e-28
"Chst11",280.731984816187,1.84384102446574,1.54260784755512e-10,3.28958086861508e-09
"Ifitm2",3603.49229903678,1.84157269098849,1.67867902499846e-40,2.33142690741132e-38
"Cdkn2d",156.468836774489,1.83350679707259,2.49613115421149e-09,4.51428861328433e-08
"Gpr137b",640.256853452801,1.82837436581615,9.12209012543958e-22,4.72821063774579e-20
"Timp3",83.9699641430941,1.81406319351215,2.83084319591171e-05,0.000258939125407968
"Atp1a1",3936.57488156827,1.81162197383282,3.73923701000833e-39,4.710134247607e-37
"Vav1",1818.76675584379,1.80091110056786,4.2423939666304e-24,2.49770944785365e-22
"Cenpn",166.949210286612,1.79986897849367,1.58800393032485e-09,2.92565417979746e-08
"Gpr137b-ps",831.372984474136,1.79020176205166,1.10825976230568e-21,5.71703714526542e-20
"Dos",180.871691190993,1.78838656012762,4.86951123947306e-10,9.71480943963383e-09
"Ppargc1a",92.0283698841653,1.78815250722277,1.93014169675823e-06,2.24107449099485e-05
"Slc11a2",642.564160330626,1.78751195658477,4.93633385289575e-21,2.43069566492817e-19
"Skil",3410.38063601914,1.78627007748919,2.31692795594466e-40,3.17712411984159e-38
"Mapkapk3",621.51397223971,1.78448283515807,1.41903047882259e-22,7.61007781043819e-21
"Il21r",2001.9732137217,1.78346283658996,1.16029224874749e-30,1.01366499440981e-28
"Hsd17b11",797.916967343346,1.77641346401821,5.72654286994657e-23,3.14901720355996e-21
"Hivep2",1193.09208829405,1.76897794925876,1.68471746215665e-23,9.55525877881831e-22
"Dhrs3",517.990751149869,1.76854662949658,1.65255398921987e-18,7.13231767538601e-17
"Dusp3",212.680016542807,1.76730008104133,2.16398811345023e-11,5.06317132462339e-10
"Kif21b",3079.88052548954,1.75921046604346,6.9533552719676e-27,4.79781513765764e-25
"Gpr183",1786.42854267997,1.75526757651142,7.25126706429104e-20,3.40056173625389e-18
"Clec4n",195.586563480338,1.74848583324888,1.2060091942669e-10,2.58706883197888e-09
"Myo1g",9100.28811667622,1.74712684112077,1.47059522843538e-43,2.34278795730007e-41
"Ptpn1",1554.90432601547,1.74426809386492,1.2384890668139e-25,8.13124367320908e-24
"Lonrf1",162.89326097928,1.73730835039404,2.70508147954265e-08,4.27797776173511e-07
"Cygb",119.334282146286,1.73301427513925,2.21032115155059e-07,3.03477934534189e-06
"Cacna1s",323.263940109426,1.72270035611562,1.41849674399291e-08,2.32474663051062e-07
"D1Ertd622e",561.401811518673,1.71879268002738,8.26325578997407e-19,3.60951007954795e-17
"Nfkbia",1546.76315358677,1.71473078301838,7.7361475971725e-32,7.22462818277325e-30
"Stat3",5335.94063423109,1.7130192462855,2.35904049366332e-33,2.36624867294951e-31
"Slc5a3",520.284906189017,1.70799925910706,3.89554914650503e-13,1.05501209760223e-11
"Gpr35",3461.77134602932,1.70611130148198,6.93560525747774e-38,8.2564188740941e-36
"Rab7",2703.3496995753,1.69771219237449,3.28356056969548e-24,1.95444020063248e-22
"Arhgap22",414.916602987992,1.69767104628725,6.07433960160637e-16,2.08238357291778e-14
"Id2",3168.06284611756,1.6936542668072,3.25615693230886e-21,1.63305315035657e-19
"Nr1h3",115.417400362614,1.69302918573948,8.10379138225982e-07,1.00100766298769e-05
"Mif4gd",714.344634696649,1.69165930259279,4.67538537998098e-21,2.31271460371388e-19
"Crem",240.937427287008,1.69119100534254,8.65641876543122e-12,2.0931916179892e-10
"Cxcl9",606.754717471355,1.68889604204786,2.76751188113024e-16,9.76562091475047e-15
"Cxcl16",1239.06912022493,1.68519521164953,2.5222307271635e-27,1.78583826584067e-25
"Trip10",88.5059211468891,1.68367355675173,2.61669958181119e-05,0.000241454059367637
"Ets2",193.22281948055,1.68024652444047,6.69000122767081e-07,8.37835645079282e-06
"Car2",200.828310560705,1.67959911391187,2.98405844670972e-07,4.01070783538541e-06
"Traf1",4615.53133851506,1.67710157188707,3.23474862771297e-39,4.12259198635466e-37
"Top1",1747.48411446266,1.67670591686729,3.23426725426978e-30,2.7160323384112e-28
"Ppp4r2",945.013671012957,1.66994220399967,3.5611345957188e-23,1.98854490079494e-21
"Gosr2",2824.28299160679,1.66493132746301,7.04157715388964e-34,7.26489574362728e-32
"Rab8b",4778.90053547982,1.66256073187076,1.06756640183316e-38,1.31419850352939e-36
"Specc1",2098.00725630447,1.66084937855447,1.64691261803982e-32,1.59294682064512e-30
"Slfn2",1188.16538677429,1.65643008784004,3.97136513987495e-23,2.20624608001361e-21
"Rai12",396.899692403954,1.65431224568516,1.11687609574091e-15,3.75749029352835e-14
"5730508B09Rik",131.236192485262,1.64667768571943,2.5591871837291e-07,3.48287371373585e-06
"Snx11",449.786199510734,1.64619481476433,8.32306511510783e-16,2.83533850289192e-14
"Fosl2",1167.36965160006,1.64203162287348,4.88248744063464e-18,2.02651289058985e-16
"Chst10",127.659407201471,1.63927711084101,3.91347894967432e-06,4.27669751679616e-05
"Ccnd2",2843.51139481517,1.63566047505155,3.52429348190864e-32,3.34900625346634e-30
"Cd82",1112.73803274296,1.63063841291494,4.9219763404011e-25,3.04684398260372e-23
"Mxd1",2369.85447347902,1.62628589019028,1.72347975452817e-31,1.58224204922065e-29
"Ilf3",1478.6039993885,1.62339188521086,6.06440495594183e-27,4.21126274921268e-25
"Zfp366",2536.85625259637,1.62324028885765,4.43596492603023e-29,3.45718043479751e-27
"Klf10",399.671375698898,1.61897653449445,2.38689265740111e-14,7.24291545031547e-13
"Csf2rb",6970.3796626822,1.6183289999058,9.19557362705116e-36,1.04858578001942e-33
"Crtc2",1720.49640496864,1.6135225170485,1.53536672614576e-25,1.00196552676729e-23
"Sh3pxd2b",126.007622030674,1.61339465232018,6.95955494682973e-07,8.66584583206971e-06
"Rcl1",123.720395166065,1.61034985160907,1.45787051046243e-06,1.71291878957045e-05
"Ube2e3",632.715646405672,1.60794429425347,4.25544347558867e-17,1.6006673323282e-15
"Ptpn23",851.590682244202,1.60765636490797,4.57491304146983e-18,1.9061551145478e-16
"Acp5",1795.12882415751,1.60712822343225,1.38883617238961e-23,7.99179876136296e-22
"Myo10",156.725870174177,1.60511759899347,1.79620400975213e-07,2.5107455532445e-06
"Mfsd12",193.362959923575,1.60445594427685,3.27311696217277e-09,5.8318546136871e-08
"Ubxn2a",688.848757056462,1.60320889788261,1.43388817749089e-17,5.66909146962001e-16
"5430437J10Rik",470.862072615067,1.60143869644288,5.17820878779551e-09,8.98966919842769e-08
"Mrps7",283.252236643045,1.59982859211457,1.1835357371982e-11,2.84916503134847e-10
"Gm9766",476.314713495593,1.59512329977475,3.45721560545832e-12,8.70977131486743e-11
"Il7r",486.405443418853,1.59366592504339,6.13162881831782e-12,1.50458865843727e-10
"Dyrk2",271.021156777627,1.58973311878288,2.68100738420604e-11,6.20584465664617e-10
"Rasgef1b",4601.77986070428,1.58446988553027,3.95613893864413e-18,1.66111833807488e-16
"Slc39a1",296.554162563109,1.58402804931136,7.74392411021747e-11,1.69132923157229e-09
"Serpinb6b",462.283963036366,1.58152329036024,1.50059433124596e-15,5.01726493530479e-14
"Fnbp1",5195.32639641906,1.58022728194362,3.28273022477132e-26,2.19517385956467e-24
"Swap70",3419.09922749987,1.57158990279828,5.55925137945738e-28,4.21142448906726e-26
"Psd",466.988083779471,1.56925791533409,1.1526828232805e-14,3.61942406510077e-13
"Phf23",222.987828590986,1.56901205771084,1.7440571112167e-08,2.83258930821747e-07
"Ticam1",473.163532764488,1.56365124541262,8.21146521161632e-15,2.60101762097777e-13
"Tgoln1",1156.46934282919,1.55743836258728,9.31251135013037e-16,3.15257610799882e-14
"Maff",374.135888505362,1.55638650376533,2.043764347765e-10,4.27415042072167e-09
"Rcan1",289.311949175772,1.55589491541612,1.77872494962144e-10,3.76346237875958e-09
"Nfkbie",3043.07395594662,1.55457833562495,1.30159552478897e-30,1.11906224762213e-28
"Gna13",3026.02043338843,1.55266179113146,3.99974836251503e-31,3.64111546311977e-29
"Ncf1",3057.58286864977,1.54476958071682,9.57205145821793e-28,7.10233105800513e-26
"Lrrc8d",419.932246629698,1.54475492644584,4.33144412861214e-13,1.17013801110362e-11
"Mmp14",151.631597016561,1.54298131423896,3.35778425264902e-07,4.47966463164369e-06
"Ly75",690.92118266756,1.54122335824478,1.88484436763038e-15,6.26334939709813e-14
"Tpst2",129.945945692103,1.54066976305067,1.1813911760859e-06,1.41414481884404e-05
"Rnf2",450.676657710731,1.53849241020343,2.431809596574e-14,7.35860149711903e-13
"Sp140",1787.23382478581,1.53349254661328,3.05783588367823e-23,1.71634902217027e-21
"Ripk2",636.574892155859,1.53067507331909,6.85745830320757e-18,2.80327719994897e-16
"Rrp9",83.5032139519309,1.52566672156687,9.70517295907536e-05,0.000783428753097342
"Ctsz",2123.70193463581,1.52390276112678,2.91898603523366e-25,1.86008092468742e-23
"Foxp4",1207.7125595393,1.52245841391976,5.74075000549419e-22,3.00432583620863e-20
"Il4ra",1235.71179316087,1.52188298200891,3.1507879371814e-22,1.6569167826935e-20
"Stat5b",1164.38497845988,1.51869316562851,2.40444995298139e-22,1.27060518734865e-20
"Nfatc1",4089.66475459892,1.51672572507554,3.63452422851791e-25,2.27588444899043e-23
"Ppard",176.392188810662,1.51610668417966,1.4388749101966e-07,2.05909272155347e-06
"Irf5",2193.97761685265,1.51346604263909,7.06970800741976e-28,5.28180323064678e-26
"Spag9",5963.47202638201,1.51259064465597,8.24801278094432e-27,5.61954229282829e-25
"Zdhhc18",529.173480001083,1.51076262351197,2.27867974070144e-14,6.93397124466817e-13
"A130040M12Rik",425.102114353487,1.50187866647388,4.93974970149888e-11,1.10334656734716e-09
"Gramd1b",453.437656791694,1.49634526201259,5.71539409098139e-10,1.13189879684829e-08
"Ggta1",2306.16923306352,1.49413050002675,3.26804368632918e-25,2.05829751476767e-23
"Aff4",2820.49744221517,1.49146587770355,9.87319938357022e-28,7.27594346409634e-26
