"Gene.name","baseMean","log2FoldChange","pvalue","padj"
"Usp20",128.839902870927,1.49113861382711,3.83801671455549e-06,4.2082221729534e-05
"Ncoa4",619.800549802579,1.49087162895081,1.28193250276678e-13,3.57916876352385e-12
"Nbn",306.71479569304,1.48455963300808,3.99210821967563e-11,9.06025549286338e-10
"Eif2c2",3741.46644068743,1.48327623503346,2.48979819092512e-27,1.77447261857183e-25
"Dnajb5",190.284196951823,1.48084985662937,4.03274208865758e-08,6.22317593253953e-07
"Isg20",336.080992656771,1.47900359661912,4.44806746980798e-10,8.98990949634885e-09
"Wbp5",114.4612249733,1.47605294141587,1.99135028584738e-05,0.000188899278866766
"Zbtb17",150.833053670709,1.47579080426885,7.22984733967823e-07,8.98175874205668e-06
"Heg1",242.242372855676,1.46510016954792,2.06643429275889e-07,2.84805123326426e-06
"Tmem51",464.818013135292,1.4630145148597,1.14220292647892e-12,2.99600104177873e-11
"H2-Q8",457.030482546205,1.46273269334168,2.63845741547934e-12,6.70948572344781e-11
"Sirt2",667.871994157743,1.46124820733707,1.08365709809517e-13,3.08116990647376e-12
"Dab2",170.318303298376,1.45688238343391,7.1935274193021e-06,7.48582925391928e-05
"Mbnl2",1175.86748852326,1.45595542860739,2.01237166261634e-17,7.8829083010075e-16
"Wdr91",651.384884134124,1.45502881781348,7.83305736309747e-13,2.07470685609865e-11
"Tcn2",381.791851823929,1.45483265823767,6.97074593011755e-09,1.18919827812541e-07
"Slc37a3",307.120398672716,1.45441526899551,5.63548019192041e-10,1.12016801686374e-08
"Galnt6",439.565207356339,1.45200072920186,1.01329633919729e-10,2.18666120369008e-09
"Hivep1",4257.14615208545,1.45094457400693,1.99278781036735e-24,1.20602627652008e-22
"Aebp2",5022.40061393922,1.44465861097929,2.16443014528523e-21,1.10081088093309e-19
"Chd4",2906.55397204353,1.44344504127187,1.55485117200567e-26,1.04619271716381e-24
"Iqsec1",1834.34839214689,1.44313664670203,1.07905626027312e-20,5.21848949443691e-19
"Mmd",311.181013954694,1.44313182740463,8.71051003112887e-10,1.67902055457685e-08
"Emilin2",134.457523426472,1.44072901664312,2.27576627442023e-05,0.000213264498709294
"Arap2",7672.15509008507,1.43961964280683,3.73817761347481e-21,1.86616028049644e-19
"Slc25a19",483.795621264182,1.43107023015992,2.52508712108575e-13,6.89024402587455e-12
"Mkl1",4721.85809412883,1.42692921449533,6.89383082016769e-28,5.18617147742199e-26
"Slc38a1",5288.74754115899,1.42134449450795,2.61374816890457e-28,1.99399534603826e-26
"Dnahc2",626.38011621946,1.41699789077088,4.60536259653832e-15,1.47167825983185e-13
"Plin3",145.13377907252,1.41541165162095,3.46148991286986e-06,3.81856621447242e-05
"Calr",2545.98807504887,1.41160557380422,2.56544001350337e-20,1.21892156431062e-18
"Stat6",2327.40780195657,1.40656756098675,2.78862057396355e-24,1.66901252363244e-22
"2610029G23Rik",314.33482550156,1.40139329110916,1.36970431182345e-09,2.54511266037451e-08
"Fbxo11",2247.62427402896,1.39626088890977,1.03146884092895e-19,4.81633704904451e-18
"Tmem120b",240.700484611128,1.39475425407892,6.20038736259419e-08,9.36803295662244e-07
"Manf",314.613630060489,1.39320129321774,9.61127959843961e-10,1.83308084313198e-08
"Gbp5",256.414361691755,1.39281922111943,9.03001329139127e-09,1.52847084352565e-07
"Rnf185",280.819775648516,1.39278096091967,1.98932328797406e-09,3.63412127801399e-08
"4930471M23Rik",139.005102634384,1.39243151241446,7.72397132066347e-06,7.94197615847209e-05
"Ell2",736.811618472517,1.38756490696091,2.74034031626594e-15,8.9957898927603e-14
"Zswim6",308.709238611704,1.38528358950188,8.29844776137388e-08,1.22810224861972e-06
"Dennd4b",3252.67438771369,1.38376330242203,3.88029201599432e-24,2.29700565077959e-22
"Itgav",2205.35344853656,1.38174705208211,5.62580782660717e-17,2.08713617074094e-15
"Adora2a",400.941714444252,1.38107264122393,1.01365463533075e-09,1.92986303418946e-08
"Nhp2",227.333999100812,1.37706000278199,3.05658934365154e-07,4.0980238069031e-06
"Rnf157",339.25667102888,1.37597630725109,4.12533810200105e-10,8.38457554577437e-09
"Tes",1118.2535535636,1.37334413214195,3.75785340049292e-17,1.42837985570315e-15
"Nt5dc3",155.487268573836,1.37251059005491,3.11400965785814e-06,3.45990426908484e-05
"Med21",256.708754212523,1.37108460027884,2.76894886537883e-08,4.37259811350567e-07
"Leo1",256.874799712161,1.37082351036895,3.62410211358591e-08,5.64167428829713e-07
"Isg15",209.15390662403,1.36712667489238,1.36334058271195e-06,1.61058544520376e-05
"Ifi30",6810.68387319538,1.36487190696906,6.29770084466506e-25,3.87630643467367e-23
"Vasp",1872.57037335054,1.36352470295016,2.16028908003789e-18,9.24996506088952e-17
"Tspan3",1096.88478400068,1.36324754889237,5.49304190887814e-13,1.47292383660586e-11
"Plaur",391.300070420088,1.36211438058037,1.44140563254564e-09,2.67375808516557e-08
"Cd38",471.521518041144,1.35780491303502,6.65826558796673e-11,1.46902222229009e-09
"Fyn",967.548196699046,1.35397763524851,2.28832415841883e-10,4.76719530925984e-09
"Got1",267.519248888832,1.35268378802163,9.45250721738224e-08,1.3819029782173e-06
"Tmed5",1354.80880633635,1.35128410016857,2.64509392368671e-17,1.02336794554636e-15
"Serpina3g",2090.52068610361,1.34635993850845,2.06025866563788e-20,9.83206261006834e-19
"Rras2",1229.96022983679,1.34255683553061,1.09940434961913e-17,4.41105456274965e-16
"Ubl3",1859.86762927629,1.33933669990554,1.84630583390379e-19,8.4750131774067e-18
"Pcgf5",295.508880515966,1.3393281585162,5.57392655631118e-09,9.6303582750429e-08
"Tmem131",13637.3629063879,1.33906509872609,2.77191136247507e-25,1.7768115851889e-23
"Fnip2",345.938483671573,1.3384393880217,3.62467027107431e-08,5.64167428829713e-07
"Il1b",7262.40753402797,1.33625433806396,7.9009377292881e-18,3.2056501281415e-16
"Ubxn4",1588.17383573148,1.33532326895666,2.45850414455555e-17,9.5458693182689e-16
"Tnip1",954.270213864495,1.33524620763398,1.24475414368629e-13,3.48434667662883e-12
"Uap1",625.377158386095,1.3339102137245,7.68995603401631e-13,2.04179641462007e-11
"Mfsd7b",2529.10140188903,1.33331207056922,1.33781659641134e-20,6.41264034908146e-19
"Stx6",350.076096555609,1.32694993051673,4.78142045088687e-10,9.55666563550875e-09
"Paf1",853.683763037131,1.32637060011782,3.41771357982072e-14,1.01158719153546e-12
"Flcn",418.899692850664,1.32434930862571,4.6997087258116e-10,9.4281378938365e-09
"Fam38a",1515.82493753131,1.31952944753073,1.15125017400405e-17,4.60202698707965e-16
"Lrp10",1605.60258048632,1.31544408885304,1.79470575672593e-18,7.71509819944921e-17
"Atp6v0d1",1339.69627362835,1.31368303491655,1.28299460011746e-16,4.58702326834073e-15
"Tle3",1752.09573452155,1.311879664979,1.07652209373197e-19,5.00513469587916e-18
"Atp6v1c1",764.859851359216,1.30975948458384,7.50171103460823e-15,2.38316820052525e-13
"Mon1b",392.104491129703,1.30695967027302,1.80709321503905e-09,3.31800691500306e-08
"Cd180",6908.2746654323,1.30321032347915,1.82694462730984e-24,1.11187028919368e-22
"Blk",136.38377556873,1.30001429547418,4.65476499680963e-05,0.000408631030878758
"Wsb1",1193.3585384139,1.28877407619047,6.83756758937155e-17,2.51089388798854e-15
"Gpcpd1",2540.81412678861,1.28830681528143,4.12666802006133e-17,1.55763744464545e-15
"Lamp2",1608.73621433147,1.28501214380225,3.58870974694109e-18,1.51861299564894e-16
"Sec24a",783.544652929352,1.28377678474537,1.17308221393955e-13,3.31801556752146e-12
"Dclre1c",2093.59537921322,1.28264869715553,2.11162073291839e-12,5.4594719331038e-11
"Grb2",1879.10896759633,1.28173847644685,2.015661035151e-17,7.8829083010075e-16
"Gfod1",303.735886348348,1.28141283754685,1.14656672039988e-08,1.90502412302022e-07
"Iqgap1",9945.30778870726,1.27811750120409,6.97715189171528e-23,3.79816514788702e-21
"Ptpn2",1113.11583722823,1.27443590877579,2.5862192811692e-14,7.76080705620663e-13
"Psme2",1494.6545942926,1.27317795194476,4.59687676610441e-17,1.72311301063007e-15
"Epb4.1",1388.82250564356,1.27273475055254,1.18698722334533e-13,3.34860223710937e-12
"Atp6v1a",1251.62561118086,1.27128963988839,3.04549743291095e-17,1.16168569333536e-15
"Ktn1",1344.84863537251,1.27055006145031,6.80429231753094e-14,1.97616350337299e-12
"C030046E11Rik",2011.85810394539,1.26922745161372,9.77074125434456e-14,2.79278205826688e-12
"Tgm2",4983.08985907198,1.26876895741264,3.28098304875436e-19,1.4809537236315e-17
"Marcks",5636.45293981404,1.26786475166623,2.29115585991206e-23,1.29271309533476e-21
"M6pr",4968.74700045987,1.26745117113189,7.87214494544607e-18,3.2056501281415e-16
"Atp11a",1108.78217283482,1.2652373489124,1.89842878451914e-14,5.89274470564351e-13
"Atg16l2",167.355995895867,1.26456902963682,8.3826202889024e-06,8.55880542786802e-05
"B4galt5",1159.84807369364,1.26341580601269,4.09350769159245e-16,1.41677216686968e-14
"Tank",1776.47232212764,1.25999356872004,1.2200051159054e-17,4.85893949286884e-16
"Ccdc41",872.457318611086,1.2577032194271,1.46575434889919e-14,4.57594145868154e-13
"Lmnb1",999.51104803717,1.25731642801997,4.79023646347087e-09,8.40865395020148e-08
"Prkch",1064.75046151838,1.25432283650472,1.19275264096671e-11,2.86498655423334e-10
"B3gnt2",517.131829060535,1.25202851240661,4.47172461211228e-10,9.02089249962986e-09
"Sqle",239.297661380969,1.25156741978163,5.09791118910386e-07,6.52015016665433e-06
"Polr1c",291.037801488979,1.25126666802151,7.68541242947799e-07,9.5149797541183e-06
"Pea15a",740.312466704835,1.24532232831983,7.2087142805324e-12,1.75882886939206e-10
"Synj1",5130.32360778175,1.24192546182495,2.80068319778112e-21,1.41774771409172e-19
"Nfkb2",1331.78346480086,1.24027558649783,8.05772617467307e-17,2.92917273994072e-15
"Syngr2",5140.41325328305,1.23612235916708,2.12554223358986e-22,1.12872544198426e-20
"Adam8",2230.36841116296,1.23565080119664,4.35493439377198e-19,1.92559201174416e-17
"St3gal1",2364.71984893955,1.23088217544827,5.671210218324e-19,2.49740732906926e-17
"Hspa8",13183.073239209,1.23008280475448,4.71574276448541e-17,1.7615738402645e-15
"Hspa9",914.224321530989,1.22917648118013,2.57912773555754e-13,7.02002280384291e-12
"Tnfrsf9",142.49056970122,1.2274681017592,5.14151535415163e-05,0.000446656261680229
"Aim1",1550.68562034202,1.22734946633473,6.13127554981151e-17,2.26689788502075e-15
"Ahr",2609.04944595186,1.22695603269055,5.24224740906416e-13,1.41266831299483e-11
"Map3k8",700.974257679745,1.22611077476225,6.29878051034396e-10,1.23390034843682e-08
"Sc4mol",200.00624580784,1.22521666750587,6.68560332588702e-06,6.99759814776174e-05
"Gca",676.801473770751,1.2225439386737,6.13891061598147e-12,1.50458865843727e-10
"Rab11fip1",1521.17890732695,1.22166038327715,6.00391410056214e-16,2.06477464925047e-14
"Rabgef1",212.267655853174,1.22110014857904,2.46756172874182e-06,2.80200169889519e-05
"Cdc27",1452.24119492205,1.21796738607879,1.00606486117102e-16,3.63290021368856e-15
"Rftn1",249.844866948879,1.21610988566836,2.41760347095202e-05,0.000224805994856852
"Itpkb",323.422918048852,1.21522402269001,5.5254157190298e-07,7.02544935261148e-06
"H2-Eb2",2019.23663758789,1.21289044799485,1.69488594138041e-13,4.66007599060255e-12
"BC016495",217.87828807004,1.20887570073953,7.67028326336177e-06,7.9060112837296e-05
"Adam17",2113.23638392237,1.20886730563928,5.20065291493738e-17,1.93603687379782e-15
"Lnx2",293.352744108503,1.20798171335467,1.50372562301219e-07,2.14905800449751e-06
"Hyou1",994.241161402804,1.20623521314867,5.79612792811831e-12,1.43028368668122e-10
"Pgs1",281.777583298545,1.20514271547131,4.3962895092889e-07,5.71728742546538e-06
"Dnase1l3",18449.9082956489,1.20304048282245,1.09215641376909e-20,5.25836908016025e-19
"Prosc",962.461825337237,1.19692107649779,8.15417823858286e-14,2.34308256919279e-12
"Ebi3",480.029683685626,1.19504929848324,9.07711391429876e-10,1.74039601829378e-08
"Frmd4b",466.957195618874,1.19306077143109,1.1186286776299e-09,2.11485243713171e-08
"Atp6v0a1",574.566681588255,1.19279124186664,4.78187492072959e-09,8.40865395020148e-08
"Wsb2",443.525035584984,1.19019917806679,3.1552917010098e-09,5.64979752017177e-08
"Ece1",2991.69651623746,1.18929029432164,2.87856962473388e-17,1.10579945903341e-15
"Ppp2r5d",415.054909810504,1.18807208189932,4.60530394897544e-09,8.1120744193904e-08
"Dnmt3a",4047.46458426893,1.18486303758006,3.92969959848323e-18,1.6564371887303e-16
"Pvrl1",916.460393880195,1.1848251924499,4.25273443662241e-10,8.61119105643563e-09
"Dok1",257.973836204982,1.18264047093809,3.0267535843995e-06,3.37333555347734e-05
"Etf1",1342.69798038427,1.18199183117795,3.0256544195149e-15,9.87256455620629e-14
"Cass4",354.584881627775,1.17886377064893,1.20098570855001e-07,1.73701978380804e-06
"Hsf2",182.377324649111,1.17752241548736,9.29303739454326e-05,0.000756928376654791
"Pde4b",4564.13565121004,1.17732361886367,1.60637983603572e-15,5.35443469654615e-14
"Slc30a4",439.151200871365,1.17689361144342,2.13362353600419e-08,3.41916327892507e-07
"Aff1",2429.20722307982,1.17647343094057,8.01570735841507e-13,2.11790628813928e-11
"Acp2",951.872515543638,1.1756806578392,8.18261523545386e-10,1.58289769367271e-08
"Rnf43",275.94116351494,1.17398936972431,5.05477751707838e-07,6.49565893742705e-06
"Pdia6",677.060300334944,1.17133705357952,2.10774905872116e-10,4.39946927805903e-09
"Tbc1d17",365.811568173238,1.17010553466749,8.49677228965684e-07,1.04360016115479e-05
"Scpep1",1000.79747180655,1.16583313915722,2.56893026676807e-12,6.56349565563644e-11
"Akna",4682.05227704816,1.1657218249883,3.77665976166616e-19,1.68924777391133e-17
"Ankrd33b",301.895634676339,1.16377260601805,4.10607691789611e-06,4.46149761801088e-05
"Cirh1a",256.166692692064,1.16365653118837,1.36319125357767e-06,1.61058544520376e-05
"Rbpj",2029.41919373477,1.16337481459792,3.9857282964309e-16,1.38834066351241e-14
"Gpr132",4289.92812131867,1.16265454708007,6.76213311220807e-18,2.7747798486572e-16
"Patl1",1220.92685184994,1.1599090587227,2.46316673021029e-14,7.43272567921117e-13
"Mnt",673.264285292372,1.15771726236949,1.3234797455018e-10,2.82786116035918e-09
"Nup98",1690.08862350274,1.15709850423002,3.85508302764481e-15,1.23923188244736e-13
"Vps18",512.258520065957,1.15529330685795,1.15534441521956e-07,1.67772735255677e-06
"Gclc",482.31278438226,1.15406174356809,3.4206153577024e-09,6.07467642130986e-08
"Actn1",1105.70705463756,1.15301199379911,7.78269981294735e-14,2.25427772924221e-12
"Bcor",1730.93584851604,1.1527140619354,4.4881896549769e-16,1.54842543096703e-14
"Slc35b2",258.004277731688,1.15065337818932,4.21692045355665e-06,4.57734461657106e-05
"Abi2",542.458916745696,1.14861504074237,1.47659859282379e-09,2.73435770189063e-08
"Bahd1",299.56945626854,1.14810044555941,4.24222798810179e-07,5.53021128701645e-06
"Nup62",663.492825453134,1.14684158055038,2.34340415770859e-10,4.87257144730464e-09
"Traf6",1276.47037513639,1.14585090231623,1.75370592783129e-14,5.45916560810239e-13
"Csrnp1",1098.54222375661,1.14218895933325,4.56359402588234e-07,5.91073797644601e-06
"Vps37b",193.939619155471,1.14157400141638,7.75094129035254e-05,0.000644899746531406
"Lag3",292.567285977091,1.13983192521959,4.83202221429483e-06,5.18669826192043e-05
"Nop58",751.438619889012,1.13970171642503,1.7973647865472e-11,4.2420158458967e-10
"Jarid2",2610.4377287727,1.13947875754501,2.8313717356879e-17,1.09153914635968e-15
"Tjap1",185.132025369651,1.13491502314723,2.85010013646196e-05,0.000260110655250989
"Sgpl1",1774.91255110237,1.13401600160353,6.29496252643485e-14,1.83809512261102e-12
"Zfp238",1425.00638866967,1.13392600563703,8.02935359783285e-12,1.95026877859469e-10
"Erdr1",493.934270654894,1.12988672804249,6.13244978511956e-09,1.05115235003481e-07
"Lrrc59",734.938776979512,1.12801517757729,2.34104483255416e-08,3.72401448914232e-07
"Nrip1",763.840238975515,1.12565766811814,2.83183071516804e-10,5.83217150901432e-09
"Tlr13",2575.3138037923,1.12387185315691,2.91351140820953e-16,1.02142618398491e-14
"G3bp1",1572.44885819238,1.12012163431966,1.14901324875193e-13,3.25844516328003e-12
"Srfbp1",159.833111569181,1.11978038941252,0.000103665827780402,0.000828179876360691
"Mfhas1",238.770038174676,1.11928308088326,9.72563505218936e-06,9.79161752048023e-05
"Cttnbp2nl",164.318967031955,1.11797573065619,0.000123923152946634,0.000972796750631081
"Creld2",227.771310753751,1.11771965798646,8.48281335797157e-06,8.62857437623531e-05
"2010002N04Rik",257.488015905057,1.11504413905951,7.24034953870064e-06,7.52732308567601e-05
"Larp1",2595.66861520207,1.11321065781318,1.38636492324844e-16,4.92409547985258e-15
"Plbd2",441.549711578887,1.10877314481945,1.86192955655541e-08,2.99707026540337e-07
"Pik3ap1",2512.36888570126,1.10768986713893,1.29809433749991e-08,2.13712096628215e-07
"Fmnl3",204.233871105566,1.10736504583273,2.06879920599516e-05,0.000195731893437079
"Ctsb",4497.46346323236,1.10725543618063,2.16033526600403e-12,5.57212188967183e-11
"Smcr8",1621.47174864998,1.10466084582656,3.90730064743404e-12,9.79809905408633e-11
"4933407C03Rik",2636.08236053933,1.10465878791512,4.0283529229536e-16,1.39869061584475e-14
"Eif2s3x",758.446667544224,1.10387586782097,1.2251290240896e-10,2.62288986521e-09
"Fam129a",1561.81392385346,1.10104650907163,1.55311975469658e-13,4.28115682000713e-12
"Braf",1296.32815982402,1.10020963809903,3.49983649976949e-13,9.50218766967491e-12
"Ppfibp2",490.904088782164,1.09917553314617,9.10507655736298e-09,1.53877214268195e-07
"Cct3",366.639986918901,1.09845807993141,1.10792907327034e-06,1.3335772945264e-05
"Slc23a2",591.274267850177,1.09705244475693,2.53284838930545e-09,4.5578648839445e-08
"Itgb3",336.772088559358,1.09692208918398,1.69495501984042e-05,0.000163795251828112
"Gypc",256.884638123107,1.09665321551065,1.43863149360165e-05,0.000140656091788689
"Dennd5a",2091.4077843968,1.09605612900355,1.36476517920251e-14,4.27297722147422e-13
"A830080D01Rik",245.165704448163,1.09001253601234,7.84867419538994e-06,8.03635988267101e-05
"Agpat4",470.885826108405,1.08327728844406,8.82713229828509e-08,1.2974806538307e-06
"Arl5a",1462.16715962469,1.08237374545541,2.44781699840115e-13,6.69626301608073e-12
"Fam114a1",209.483143019273,1.08205173884985,5.28548610032328e-05,0.000456490908261413
"Atp6v1d",916.851825625704,1.08186436111812,2.34247661606259e-11,5.45721487780776e-10
"Gnl3",392.123353472478,1.08182540060201,4.38601664426342e-05,0.000386604705511031
"Relb",1778.52336031126,1.08155746024344,4.22226569457052e-11,9.54901968043474e-10
"1110038D17Rik",392.225472036064,1.08089126105622,1.89954897108022e-07,2.64381907890767e-06
"Acadl",331.145555018003,1.07922367655229,6.11619922308017e-07,7.7042774632125e-06
"Prdx1",1038.03482820174,1.07767653327439,1.67900656832816e-11,3.98001710168467e-10
"Abcb1b",361.381518088583,1.07328313697243,9.82623905111294e-07,1.19604098472704e-05
"Eif6",360.203993828119,1.06969512687908,1.25601714632128e-06,1.49850591917384e-05
"Ifnar1",1982.11930734533,1.06883709640482,1.05930873264808e-13,3.01986618441491e-12
"Slamf7",8632.31691870264,1.06840369137653,1.23758161643585e-17,4.91088705159326e-16
"Cbx4",330.736986250228,1.06705155280348,3.34056411708336e-06,3.6926868449351e-05
"Timm23",197.958093246734,1.06521814567743,5.58825547120815e-05,0.000480838534706894
"Supt6h",2589.97339460741,1.06329606912351,2.77873003654817e-15,9.0942545274702e-14
"P2rx4",683.435450990846,1.06293166669536,1.08510787617689e-09,2.05866438224594e-08
"Tet2",6659.57923445213,1.0617305003109,5.02984033419261e-12,1.25548986959236e-10
"Rap2b",710.345830971149,1.06129134364936,1.28070672287411e-06,1.52293039834195e-05
"Rnf149",2672.08768916442,1.06117389369489,1.02523378566968e-14,3.23800513124189e-13
"E330016A19Rik",316.27549433085,1.06056182115882,1.91912251405486e-05,0.000182687646702604
"Fbxo30",192.515235513254,1.05938520164972,0.000103141066558649,0.000825024100920514
"2400003C14Rik",873.100683743887,1.05930995808259,1.04018483188209e-10,2.24022311804746e-09
"Pdlim5",1628.27195088038,1.05799253491799,1.19978467023824e-12,3.13943655379005e-11
"Pmvk",303.675582609398,1.05756338974092,2.1685457613517e-06,2.49382762555445e-05
"Rasa2",548.081061765665,1.05668039868409,2.16625892614139e-08,3.46122167358254e-07
"Mdfic",465.853731075262,1.05616285649519,1.67057448406194e-07,2.35610038796637e-06
"Nod2",386.13681276535,1.05545071261887,5.79355444577506e-07,7.33195973260295e-06
"Flnb",7670.34833326329,1.05478725352212,7.36452013646201e-13,1.96019279209565e-11
"Pdxk",1319.18126515488,1.05462342374307,7.49056663082601e-11,1.63929915781289e-09
"Ston2",1647.85541779851,1.05279411584876,3.36229042860844e-11,7.68432325171206e-10
"Rcsd1",875.460888403122,1.05227662542588,6.07574566795323e-09,1.04308324597365e-07
"Clcn7",416.508536343611,1.04909191933326,6.32045813341146e-07,7.94310011128148e-06
"Siglecg",2293.76169060034,1.04833155754663,5.76648589999764e-14,1.68833356093715e-12
"Baiap2",226.903980503888,1.04720294418527,9.64680459724714e-05,0.000780461793890801
"Atp6ap2",650.676247567436,1.04396468779223,1.24368888768671e-08,2.05692850691757e-07
"Ltv1",366.122555215993,1.04181532573358,2.27108706320175e-06,2.60070678178272e-05
"Tcf7",791.164682287359,1.04176248170987,1.32114126364928e-08,2.171763779835e-07
"Zswim4",264.001703974735,1.04139605805766,3.95087839487082e-05,0.000351683366077532
"Cd44",3405.65389918385,1.04107026437935,2.9846396926153e-14,8.88258290936855e-13
"Snn",331.931088641919,1.03998953220507,1.41626434126266e-06,1.66765126183678e-05
"Eif4a1",3529.11297357046,1.0386858317547,8.01874392748832e-12,1.95026877859469e-10
"H2-Q6",739.809865769647,1.03519173481749,5.55002720968775e-09,9.60438414737178e-08
"Cyth3",242.566369999525,1.03485794487074,4.30213989681392e-05,0.000380760469789095
"Sel1l",2426.25615836392,1.03444735300888,2.51769028860172e-14,7.57614969345068e-13
"Usp16",1012.67776886566,1.03418399676567,3.91309196252735e-10,7.96814384023662e-09
"Slc24a6",427.805954305708,1.03399850889568,4.41957321624135e-07,5.74067585749911e-06
"Myd88",449.620313748839,1.03179129802842,6.34397510213592e-07,7.96341625509136e-06
"Rela",851.553519771981,1.02984540481802,3.37840020551191e-10,6.90532253326613e-09
"Zfp295",384.573850993891,1.02815357861195,1.75890629454576e-05,0.000169370950122793
"Wash",260.985111197675,1.02779946767972,1.43542048830037e-05,0.00014046892637541
"Rbbp8",500.661224331386,1.02752642488679,1.5842100024569e-07,2.25219776333538e-06
"Azin1",1041.24674669329,1.02679165301767,1.91118000530598e-09,3.49726570903373e-08
"Plekho2",3113.81934914593,1.02402325640153,1.76310242553415e-09,3.24273150692893e-08
"2810474O19Rik",3012.73356913435,1.02148036581827,7.83132240239014e-14,2.26231241560246e-12
"Mast4",586.149278237915,1.02069513394865,8.31451729620418e-07,1.02353597579295e-05
"Tpm4",3280.68855719899,1.01843781990339,2.79620617436879e-14,8.36776284169532e-13
"Birc3",2725.74139413358,1.01803619383651,2.15421616662625e-14,6.59226659126049e-13
"Gtf2f1",532.684181902754,1.01646325836325,9.62260833972434e-07,1.17257273503075e-05
"Vps26a",1379.2758186631,1.01374217391017,1.49032391321e-11,3.56394678847769e-10
"Thada",1302.61784046106,1.01237667276505,3.98510576052588e-09,7.05402789277399e-08
"Etv6",4945.57741738626,1.01183125505688,5.65040975934323e-12,1.39750887951975e-10
